"NID","CaseID","CaseDT","EventName","DisasterMainType","DisasterSubType","Coordinate","WGS84_lon","WGS84_lat","CityName","TownName","Address","CaseDescription","DeathNo","MissingNo","InjuredNo","TrappedNo","ShelterNo","CaseStatus","GeometryType","SourceType","CaseInformer","Is_Traffic","Is_Serious","nTWD97_X","nTWD97_Y","WriteDateTime"
187701,"122017060001188","2017-06-23T07:35:33","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","121.488700,25.048637",121.4887,25.048637,"新北市","三重區  ","新北市三重區杭州衛星所","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",299310.33,2771253.74,"2017-06-23T07:57:00"
187726,"042017060002550","2017-06-23T00:00:00","106年6月EMIC操作演練中央專案","積淹水災情","房屋積淹水","120.245205081452,23.3008364483941",120.245205,23.300836,"臺南市","鹽水區  ","臺南市鹽水區孫厝里南三線","111",0,0,0,0,0,"待處理","點","災情查報WEB","","否","否",172795.23,2577797.43,"2017-06-23T11:27:00"
187769,"042017060002619","2017-06-22T23:00:00","106年6月EMIC操作演練中央專案","積淹水災情","房屋積淹水","120.22797,23.297554",120.22797,23.297554,"臺南市","鹽水區  ","孫厝里南3線","孫厝里南3線南孫厝寮公車站牌附近11戶民宅水淹10公分",0,0,0,0,0,"待處理","點","災情查報WEB","","否","否",171030.33,2577443.21,"2017-06-23T16:57:00"
187698,"122017060001186","2017-06-22T18:43:39","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","121.628997,25.054070",121.628997,25.05407,"新北市","汐止區  ","新北市汐止區臺5大同路一段","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",313463.96,2771914,"2017-06-22T19:27:00"
187699,"122017060001187","2017-06-22T18:25:36","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","121.383513,24.942670",121.383513,24.94267,"新北市","三峽區  ","新北市三峽區三鶯營業所","道路積淹水",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",288729.93,2759482.28,"2017-06-23T07:27:00"
187695,"122017060001185","2017-06-22T18:17:55","106年6月EMIC操作演練中央專案","橋梁災情","橋梁斷裂","121.514723,25.010638",121.514723,25.010638,"新北市","永和區  ","新北市永和區縣111永和路二段","橋梁斷裂",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",301952.11,2767054.51,"2017-06-22T18:27:00"
187696,"122017060001184","2017-06-22T17:53:48","106年6月EMIC操作演練中央專案","道路、隧道災情","路基流失","120.634712,24.198798",120.634712,24.198798,"臺中市","西屯區  ","臺中市西屯區西林巷","路基流失",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",212892.16,2677088.21,"2017-06-22T18:27:00"
187692,"122017060001183","2017-06-22T16:47:23","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.290017,22.680762",120.290017,22.680762,"高雄市","左營區  ","高雄縣左營區高市38勝利路","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",177046.67,2509107.97,"2017-06-22T17:27:00"
187691,"122017060001182","2017-06-22T16:27:46","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","120.328338,22.641508",120.328338,22.641508,"高雄市","三民區  ","高雄市三民區覺民路","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",180964.79,2504742.92,"2017-06-22T16:57:00"
187685,"122017060001181","2017-06-22T13:01:07","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","121.556373,25.037487",121.556373,25.037487,"臺北市","大安區  ","臺北市大安區仁愛路四段","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",306143.81,2770045.07,"2017-06-22T13:27:00"
187686,"122017060001179","2017-06-22T12:46:44","106年6月EMIC操作演練中央專案","道路、隧道災情","路基流失","120.595428,23.998395",120.595428,23.998395,"彰化縣","大村鄉  ","彰化縣大村鄉平和村","路基流失",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",208837.46,2654904.48,"2017-06-22T13:27:00"
187687,"122017060001180","2017-06-22T12:36:11","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","120.545973,24.053355",120.545973,24.053355,"彰化縣","花壇鄉  ","彰化縣花壇鄉彰員路","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",203825.31,2661006.63,"2017-06-22T13:27:00"
187688,"122017060001178","2017-06-22T12:18:52","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","121.575340,25.077008",121.57534,25.077008,"臺北市","內湖區  ","臺北市內湖區港墘路","道路積淹水",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",308039.2,2774430.66,"2017-06-22T13:27:00"
187689,"122017060001177","2017-06-22T12:18:46","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","121.575355,25.077017",121.575355,25.077017,"臺北市","內湖區  ","臺北市內湖區港墘路","道路積淹水",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",308040.71,2774431.67,"2017-06-22T13:27:00"
187684,"122017060001175","2017-06-22T11:58:04","106年6月EMIC操作演練中央專案","橋梁災情","橋梁斷裂","120.668228,23.047227",120.668228,23.047227,"高雄市","六龜區  ","高雄市六龜區臺27新發公路","橋梁斷裂",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",216001.01,2549551.26,"2017-06-22T12:57:00"
187690,"122017060001176","2017-06-22T11:58:04","106年6月EMIC操作演練中央專案","橋梁災情","橋梁斷裂","120.668228,23.047227",120.668228,23.047227,"高雄市","六龜區  ","高雄市六龜區臺27新發公路","橋梁斷裂",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",216001.01,2549551.26,"2017-06-22T13:27:00"
187682,"122017060001173","2017-06-22T11:39:37","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","121.504653,25.011807",121.504653,25.011807,"新北市","永和區  ","新北市永和區保生路","道路積淹水",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",300935.23,2767180.17,"2017-06-22T12:27:00"
187683,"122017060001174","2017-06-22T10:43:55","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","121.287368,25.062722",121.287368,25.062722,"桃園市","蘆竹區  ","桃園縣蘆竹鄉蘆竹所","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",278992.26,2772755.59,"2017-06-22T12:27:00"
187680,"122017060001171","2017-06-22T10:21:35","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","120.443162,23.712653",120.443162,23.712653,"雲林縣","虎尾鎮  ","雲林縣虎尾鎮東明路","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",193220.72,2623311.82,"2017-06-22T10:57:00"
187678,"122017060001170","2017-06-22T10:02:00","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","121.517982,25.045998",121.517982,25.045998,"臺北市","中正區  ","臺北市中正區臺1忠孝西路一段","道路積淹水",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",302266.08,2770972.42,"2017-06-22T10:27:00"
187694,"042017060002532","2017-06-22T10:00:00","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","120.22081106901169,23.29170213325939",120.220811,23.291702,"臺南市","鹽水區  ","臺南市鹽水區孫厝里南3線[臺南市鹽水區孫厝里4鄰33號]","孫厝里南3線南孫厝寮公車站牌附近11戶民宅水淹10公分",0,0,0,0,0,"待處理","點","災情查報WEB","","否","否",170294.53,2576799.07,"2017-06-22T17:57:00"
187681,"122017060001172","2017-06-22T09:27:14","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.294653,22.804347",120.294653,22.804347,"高雄市","岡山區  ","高雄市岡山區岡山營業所","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",177588.19,2522790.92,"2017-06-22T10:57:00"
187670,"122017060001162","2017-06-22T08:29:15","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","121.589225,23.941938",121.589225,23.941938,"花蓮縣","吉安鄉  ","花蓮縣吉安鄉花蓮營業所","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",309976.27,2648718.1,"2017-06-22T08:57:00"
187663,"122017060001158","2017-06-21T18:39:02","106年6月EMIC操作演練中央專案","道路、隧道災情","道路落石","120.418190,22.598188",120.41819,22.598188,"高雄市","大寮區  ","高雄市大寮區大仁街","道路落石",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",190181.53,2499907.14,"2017-06-21T18:57:00"
187664,"122017060001157","2017-06-21T18:38:57","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","120.418190,22.598192",120.41819,22.598192,"高雄市","大寮區  ","高雄市大寮區大仁街","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",190181.53,2499907.58,"2017-06-21T18:57:00"
187671,"122017060001161","2017-06-21T18:22:25","106年6月EMIC操作演練中央專案","道路、隧道災情","路基流失","120.308815,22.594878",120.308815,22.594878,"高雄市","前鎮區  ","高雄市前鎮區中華五路","路基流失",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",178934.14,2499588.62,"2017-06-22T08:57:00"
187656,"042017060002530","2017-06-21T18:01:38","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","121.776176,24.668455",121.776176,24.668455,"宜蘭縣","羅東鎮  ","宜蘭縣羅東鎮光榮路與中山路二段","接獲民眾通報， 羅東鎮光榮路與中山路二段十字路口 一棵約3公尺路樹遭強風吹倒， 砸中一輛停放於路旁的小貨車 所幸現場無人傷亡。",0,0,0,0,0,"未指派","點","災情查報WEB","","否","否",328557.71,2729277.95,"2017-06-21T18:27:00"
187657,"042017060002529","2017-06-21T17:58:52","106年6月EMIC操作演練中央專案","鐵路、高鐵及捷運災情","其他","121.775489659526,24.6850120855591",121.77549,24.685012,"宜蘭縣","羅東鎮  ","宜蘭縣羅東車站","台鐵羅東站部分路段， 因大雨造成水淹過軌道， 導致羅東地區列車全面停駛。",0,0,0,0,0,"未指派","點","災情查報WEB","","是","否",328477.88,2731111.49,"2017-06-21T18:27:00"
187658,"042017060002528","2017-06-21T17:56:45","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌欲墜","121.787323,24.636835",121.787323,24.636835,"宜蘭縣","冬山鄉  ","宜蘭縣冬山鄉冬山路105號","商家招牌掉落",0,0,0,0,0,"待處理","點","災情查報WEB","","否","否",329706.03,2725782.03,"2017-06-21T18:27:00"
187659,"042017060002527","2017-06-21T17:50:26","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","121.752919488013,24.646538589266",121.752919,24.646539,"宜蘭縣","冬山鄉  ","冬山火車站","台鐵冬山站鐵路因颱風過境，沿線多處樹木傾倒及邊坡土石滑落，造成宜蘭線沿線鐵路阻塞及鐵軌扭曲，無法正常行駛。",0,0,0,0,0,"待處理","點","災情查報WEB","","否","否",326217.11,2726837.32,"2017-06-21T18:27:00"
187660,"122017060001155","2017-06-21T17:36:24","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","121.298272,25.012882",121.298272,25.012882,"桃園市","桃園區  ","桃園縣桃園市永安街","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",280104.52,2767237.53,"2017-06-21T18:27:00"
187661,"122017060001154","2017-06-21T17:18:54","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","121.299430,24.955697",121.29943,24.955697,"桃園市","八德區  ","桃園縣八德市臺4介壽路二段","道路積淹水",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",280235.38,2760903.83,"2017-06-21T18:27:00"
187662,"122017060001153","2017-06-21T17:18:49","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","121.299430,24.955698",121.29943,24.955698,"桃園市","八德區  ","桃園縣八德市臺4介壽路二段","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",280235.38,2760903.94,"2017-06-21T18:27:00"
187653,"122017060001151","2017-06-21T17:03:37","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","120.899482,24.696717",120.899482,24.696717,"苗栗縣","頭份市  ","苗栗縣頭份鎮文化街","道路積淹水",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",239828.95,2732189.8,"2017-06-21T17:27:00"
187654,"122017060001150","2017-06-21T17:03:35","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","120.899437,24.696720",120.899437,24.69672,"苗栗縣","頭份市  ","苗栗縣頭份鎮文化街","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",239824.39,2732190.14,"2017-06-21T17:27:00"
187640,"122017060001148","2017-06-21T15:34:54","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","121.548942,24.982083",121.548942,24.982083,"新北市","新店區  ","新北市新店區文山營業所","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",305418.78,2763905.17,"2017-06-21T16:27:00"
187635,"122017060001132","2017-06-21T15:28:35","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","120.655838,24.199335",120.655838,24.199335,"臺中市","西屯區  ","臺中市西屯區臺741.0公里彰濱－臺中快速公路","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",215038.41,2677142.24,"2017-06-21T15:57:00"
187636,"122017060001134","2017-06-21T15:27:07","106年6月EMIC操作演練中央專案","道路、隧道災情","路基流失","120.661453,24.120018",120.661453,24.120018,"臺中市","南區   ","臺中市南區中南營業所","路基流失",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",215587.57,2668356.43,"2017-06-21T15:57:00"
187612,"042017060002526","2017-06-21T15:11:34","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","120.46313792467117,23.793158047587347,120.46291712504171,23.79402451495201,120.46355189671885,23.79420877807204",120.463138,23.793158,"雲林縣","西螺鎮  ","雲林縣西螺鎮興農西路正興社區[雲林縣西螺鎮正興里19鄰興農西路105巷22號]","雲林縣西螺鎮興農西路正興社區因豪雨導致排水溝宣洩不及，附近12戶民宅水淹及膝。",0,0,0,0,0,"未指派","面","災情查報WEB","","否","否",195291.29,2632219.7,"2017-06-21T15:27:00"
187613,"122017060001129","2017-06-21T15:09:44","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","121.508392,25.045208",121.508392,25.045208,"臺北市","中正區  ","臺北市中正區臺3中華路一段","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",301298.73,2770881.25,"2017-06-21T15:27:00"
187641,"122017060001145","2017-06-21T15:05:45","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","121.014007,24.797307",121.014007,24.797307,"新竹市","東區   ","新竹市東區關東營業所","道路積淹水",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",251416.18,2743327.3,"2017-06-21T16:27:00"
187642,"122017060001144","2017-06-21T15:05:43","106年6月EMIC操作演練中央專案","橋梁災情","橋梁斷裂","121.014030,24.797302",121.01403,24.797302,"新竹市","東區   ","新竹市東區關東營業所","橋梁斷裂",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",251418.5,2743326.74,"2017-06-21T16:27:00"
187643,"122017060001143","2017-06-21T15:05:42","106年6月EMIC操作演練中央專案","道路、隧道災情","道路落石","121.014030,24.797297",121.01403,24.797297,"新竹市","東區   ","新竹市東區關東營業所","道路落石",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",251418.5,2743326.19,"2017-06-21T16:27:00"
187644,"122017060001141","2017-06-21T15:05:42","106年6月EMIC操作演練中央專案","橋梁災情","橋梁斷裂","121.014030,24.797293",121.01403,24.797293,"新竹市","東區   ","新竹市東區關東營業所","橋梁斷裂",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",251418.5,2743325.75,"2017-06-21T16:27:00"
187645,"122017060001142","2017-06-21T15:05:41","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","121.014030,24.797302",121.01403,24.797302,"新竹市","東區   ","新竹市東區關東營業所","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",251418.5,2743326.74,"2017-06-21T16:27:00"
187646,"122017060001140","2017-06-21T15:05:39","106年6月EMIC操作演練中央專案","道路、隧道災情","路基流失","121.014030,24.797308",121.01403,24.797308,"新竹市","東區   ","新竹市東區關東營業所","路基流失",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",251418.5,2743327.41,"2017-06-21T16:27:00"
187647,"122017060001139","2017-06-21T15:05:37","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","121.014030,24.797307",121.01403,24.797307,"新竹市","東區   ","新竹市東區關東營業所","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",251418.5,2743327.3,"2017-06-21T16:27:00"
